VIN_NO,TYPE,COLOUR
14645,Upholstery Type,BEIGE
14646,Upholstery Type,BLACK
14646,Exterior Color,SILVER
14647,Exterior Color,GREY
14647,Upholstery Type,BEIGE
14648,Upholstery Type,BLACK
14648,Exterior Color,WHITE
14649,Upholstery Type,BLACK
14649,Exterior Color,WHITE
14650,Upholstery Type,BLACK
14650,Exterior Color,BLACK
14651,Upholstery Type,BLACK
14651,Exterior Color,BLACK
14652,Exterior Color,GREY
14652,Upholstery Type,BLACK
14653,Upholstery Type,BLACK
14653,Exterior Color,WHITE
14654,Upholstery Type,BLACK
14654,Exterior Color,WHITE
14655,Exterior Color,WHITE
14655,Upholstery Type,BLACK
14656,Upholstery Type,BLACK
14656,Exterior Color,BLACK
14657,Exterior Color,GREY
14657,Upholstery Type,BLACK
14658,Exterior Color,GREY
14658,Upholstery Type,BLACK
14659,Exterior Color,WHITE
14659,Upholstery Type,BEIGE
14660,Exterior Color,BLACK
14660,Upholstery Type,BLACK
14661,Exterior Color,BLACK
14661,Upholstery Type,UNDEF
14662,Exterior Color,SILVER
14662,Upholstery Type,BEIGE
14663,Exterior Color,BLACK
14663,Upholstery Type,BLACK
14664,Upholstery Type,BLACK
14664,Exterior Color,GREY
14665,Exterior Color,BLUE
14665,Upholstery Type,BLACK
14666,Exterior Color,BLACK
14666,Upholstery Type,BLACK
14667,Exterior Color,BLACK
14667,Upholstery Type,BEIGE
14668,Exterior Color,BLUE
14668,Upholstery Type,BLACK
14669,Exterior Color,SILVER
14669,Upholstery Type,BLACK
14670,Upholstery Type,BLACK
14670,Exterior Color,WHITE
14671,Exterior Color,WHITE
14671,Upholstery Type,BLACK
14672,Upholstery Type,BLACK
14672,Exterior Color,WHITE
14673,Upholstery Type,BEIGE
14673,Exterior Color,WHITE
14674,Upholstery Type,BLACK
14674,Exterior Color,BLACK
14675,Upholstery Type,BLACK
14675,Exterior Color,WHITE
14676,Upholstery Type,UNDEF
14676,Exterior Color,RED
14677,Exterior Color,BLACK
14677,Upholstery Type,BLACK
14678,Upholstery Type,RED
14678,Exterior Color,WHITE
14679,Exterior Color,GREY
14679,Upholstery Type,BLACK
14680,Exterior Color,GREY
14680,Upholstery Type,BLACK
14681,Exterior Color,BLACK
14681,Upholstery Type,BLACK
14682,Upholstery Type,BLACK
14682,Exterior Color,GREY
14683,Exterior Color,BLACK
14683,Upholstery Type,BLACK
14684,Upholstery Type,BROWN
14684,Exterior Color,WHITE
14685,Exterior Color,SILVER
14685,Upholstery Type,BLACK
14686,Upholstery Type,BLACK
14686,Exterior Color,SILVER
14687,Upholstery Type,BLACK
14687,Exterior Color,WHITE
14688,Exterior Color,BLUE
14688,Upholstery Type,BROWN
14689,Exterior Color,GREY
14689,Upholstery Type,BLACK
14690,Exterior Color,BLACK
14690,Upholstery Type,BLACK
14691,Exterior Color,GREY
14691,Upholstery Type,BLACK
14692,Upholstery Type,BROWN
14692,Exterior Color,WHITE
14693,Upholstery Type,BLACK
14693,Exterior Color,GREY
14694,Exterior Color,BLACK
14694,Upholstery Type,BLACK
14695,Exterior Color,BLACK
14695,Upholstery Type,RED
14696,Upholstery Type,BLACK
14696,Exterior Color,WHITE
14697,Upholstery Type,UNDEF
14697,Exterior Color,BLUE
14698,Upholstery Type,BROWN
14698,Exterior Color,BLACK
14699,Exterior Color,UNDEF
14699,Upholstery Type,BROWN
14700,Upholstery Type,BLACK
14700,Exterior Color,BLACK
14701,Exterior Color,BLACK
14701,Upholstery Type,BLACK
14702,Exterior Color,BLACK
14702,Upholstery Type,BLACK
14703,Upholstery Type,BLACK
14703,Exterior Color,UNDEF
14704,Exterior Color,WHITE
14704,Upholstery Type,BLACK
14705,Upholstery Type,BLACK
14705,Exterior Color,UNDEF
14706,Upholstery Type,UNDEF
14706,Exterior Color,BLUE
14707,Upholstery Type,BLACK
14707,Exterior Color,BLUE
14708,Exterior Color,BLACK
14708,Upholstery Type,BLACK
14709,Exterior Color,GREY
14709,Upholstery Type,BLACK
14710,Exterior Color,BLACK
14710,Upholstery Type,BLACK
14711,Upholstery Type,BLACK
14711,Exterior Color,BLACK
14712,Exterior Color,WHITE
14712,Upholstery Type,BEIGE
14713,Upholstery Type,BROWN
14713,Exterior Color,BLUE
14714,Upholstery Type,BLACK
14714,Exterior Color,WHITE
14715,Upholstery Type,BLACK
14715,Exterior Color,WHITE
14716,Upholstery Type,BLACK
14716,Exterior Color,GREY
14717,Exterior Color,UNDEF
14717,Upholstery Type,UNDEF
14718,Upholstery Type,BLACK
14718,Exterior Color,GREY
14719,Exterior Color,UNDEF
14719,Upholstery Type,BEIGE
14720,Exterior Color,RED
14720,Upholstery Type,BEIGE
14721,Exterior Color,GREY
14721,Upholstery Type,RED
14722,Upholstery Type,BLACK
14722,Exterior Color,SILVER
14723,Exterior Color,BLACK
14723,Upholstery Type,BLACK
14724,Exterior Color,SILVER
14724,Upholstery Type,BLACK
14725,Exterior Color,RED
14725,Upholstery Type,BLACK
14726,Exterior Color,BLACK
14726,Upholstery Type,BROWN
14727,Upholstery Type,BLACK
14727,Exterior Color,BLACK
14728,Exterior Color,WHITE
14728,Upholstery Type,UNDEF
14729,Upholstery Type,BLACK
14729,Exterior Color,WHITE
14730,Exterior Color,WHITE
14730,Upholstery Type,BLACK
14731,Exterior Color,UNDEF
14731,Upholstery Type,UNDEF
14732,Exterior Color,UNDEF
14732,Upholstery Type,BEIGE
14733,Upholstery Type,UNDEF
14733,Exterior Color,GREY
14734,Upholstery Type,BLACK
14734,Exterior Color,SILVER
14735,Upholstery Type,BLACK
14735,Exterior Color,WHITE
14736,Exterior Color,GREY
14736,Upholstery Type,UNDEF
14737,Exterior Color,GREY
14737,Upholstery Type,BLACK
14738,Exterior Color,RED
14738,Upholstery Type,UNDEF
14739,Exterior Color,BLUE
14739,Upholstery Type,UNDEF
14740,Upholstery Type,BLACK
14740,Exterior Color,BLACK
14741,Exterior Color,GREY
14741,Upholstery Type,UNDEF
14742,Exterior Color,GREY
14742,Upholstery Type,BLACK
14743,Exterior Color,GREY
14743,Upholstery Type,BLACK
14744,Exterior Color,WHITE
14744,Upholstery Type,BLACK
14745,Upholstery Type,BLACK
14745,Exterior Color,WHITE
14746,Upholstery Type,BLACK
14746,Exterior Color,BLACK
14747,Exterior Color,BLACK
14747,Upholstery Type,RED
14748,Upholstery Type,BLACK
14748,Exterior Color,BLACK
14749,Upholstery Type,BLACK
14749,Exterior Color,GREY
14750,Exterior Color,BLACK
14750,Upholstery Type,UNDEF
14751,Exterior Color,WHITE
14751,Upholstery Type,BLACK
14752,Exterior Color,WHITE
14752,Upholstery Type,RED
14753,Upholstery Type,BROWN
14753,Exterior Color,BLUE
14754,Upholstery Type,BROWN
14754,Exterior Color,BLACK
14755,Upholstery Type,BLACK
14755,Exterior Color,WHITE
14756,Upholstery Type,BLACK
14756,Exterior Color,GREY
14757,Upholstery Type,BLACK
14757,Exterior Color,WHITE
14758,Exterior Color,SILVER
14758,Upholstery Type,BLACK
14759,Upholstery Type,BLACK
14759,Exterior Color,WHITE
14760,Exterior Color,BLACK
14760,Upholstery Type,BLACK
14761,Exterior Color,WHITE
14761,Upholstery Type,BEIGE
14762,Exterior Color,BLUE
14762,Upholstery Type,BROWN
14763,Upholstery Type,BLACK
14763,Exterior Color,WHITE
14764,Exterior Color,BLACK
14764,Upholstery Type,BLACK
14765,Upholstery Type,BLACK
14765,Exterior Color,GREY
14766,Exterior Color,WHITE
14766,Upholstery Type,BLACK
14767,Exterior Color,BLACK
14767,Upholstery Type,BLACK
14768,Upholstery Type,BLACK
14768,Exterior Color,WHITE
14769,Exterior Color,GREY
14769,Upholstery Type,RED
14770,Upholstery Type,BLACK
14770,Exterior Color,GREY
14771,Exterior Color,WHITE
14771,Upholstery Type,BLACK
14772,Exterior Color,BLUE
14772,Upholstery Type,BLACK
14773,Upholstery Type,BLACK
14773,Exterior Color,GREY
14774,Exterior Color,BLACK
14774,Upholstery Type,BLACK
14775,Exterior Color,GREY
14775,Upholstery Type,RED
14776,Exterior Color,WHITE
14776,Upholstery Type,BLACK
14777,Upholstery Type,BLACK
14777,Exterior Color,GREY
14778,Exterior Color,WHITE
14778,Upholstery Type,BLACK
14779,Exterior Color,WHITE
14779,Upholstery Type,BLACK
14780,Upholstery Type,UNDEF
14780,Exterior Color,BLACK
14781,Upholstery Type,BLACK
14781,Exterior Color,BLACK
14782,Exterior Color,GREY
14782,Upholstery Type,UNDEF
14783,Upholstery Type,BEIGE
14783,Exterior Color,BLACK
14784,Exterior Color,WHITE
14784,Upholstery Type,BLACK
14785,Upholstery Type,BLACK
14785,Exterior Color,SILVER
14786,Upholstery Type,BLACK
14786,Exterior Color,WHITE
14787,Exterior Color,BLACK
14787,Upholstery Type,BLACK
14788,Upholstery Type,BROWN
14788,Exterior Color,BLACK
14789,Upholstery Type,BLACK
14789,Exterior Color,WHITE
14790,Upholstery Type,BLACK
14790,Exterior Color,GREY
14791,Exterior Color,WHITE
14791,Upholstery Type,BROWN
14792,Upholstery Type,BROWN
14792,Exterior Color,GREY
14793,Exterior Color,WHITE
14793,Upholstery Type,BLACK
14794,Exterior Color,GREY
14794,Upholstery Type,BLACK
14795,Upholstery Type,BLACK
14795,Exterior Color,GREY
14796,Exterior Color,WHITE
14796,Upholstery Type,BLACK
14797,Exterior Color,BLACK
14797,Upholstery Type,BLACK
14798,Upholstery Type,BLACK
14798,Exterior Color,BLACK
14799,Exterior Color,WHITE
14799,Upholstery Type,BROWN
14800,Upholstery Type,UNDEF
14800,Exterior Color,WHITE
14801,Exterior Color,GREY
14801,Upholstery Type,BLACK
14802,Exterior Color,BLACK
14802,Upholstery Type,BROWN
14803,Upholstery Type,BLACK
14803,Exterior Color,WHITE
14804,Upholstery Type,RED
14804,Exterior Color,WHITE
14805,Exterior Color,BLACK
14805,Upholstery Type,RED
14806,Upholstery Type,BLACK
14806,Exterior Color,GREY
14807,Exterior Color,BLUE
14807,Upholstery Type,BLACK
14808,Upholstery Type,BROWN
14808,Exterior Color,GREY
14809,Upholstery Type,BLACK
14809,Exterior Color,GREY
14810,Upholstery Type,BLACK
14810,Exterior Color,BLACK
14811,Exterior Color,BLACK
14811,Upholstery Type,RED
14812,Exterior Color,GREY
14812,Upholstery Type,RED
14813,Exterior Color,BLACK
14813,Upholstery Type,BLACK
14814,Upholstery Type,BLACK
14814,Exterior Color,WHITE
14815,Exterior Color,WHITE
14815,Upholstery Type,BLACK
14816,Exterior Color,GREY
14816,Upholstery Type,UNDEF
14817,Upholstery Type,BLACK
14817,Exterior Color,BLACK
14818,Exterior Color,WHITE
14818,Upholstery Type,BLACK
14819,Upholstery Type,BLACK
14819,Exterior Color,WHITE
14820,Upholstery Type,BLACK
14820,Exterior Color,SILVER
14821,Upholstery Type,BLACK
14821,Exterior Color,BLUE
14822,Exterior Color,SILVER
14822,Upholstery Type,BLACK
14823,Upholstery Type,UNDEF
14823,Exterior Color,BLACK
14824,Upholstery Type,BLACK
14824,Exterior Color,RED
14825,Exterior Color,BLACK
14825,Upholstery Type,UNDEF
14826,Exterior Color,BLACK
14826,Upholstery Type,UNDEF
14827,Exterior Color,WHITE
14827,Upholstery Type,BLACK
14828,Exterior Color,WHITE
14828,Upholstery Type,BLACK
14829,Exterior Color,BLACK
14829,Upholstery Type,BLACK
14830,Upholstery Type,BLACK
14830,Exterior Color,WHITE
14831,Exterior Color,BLACK
14831,Upholstery Type,BLACK
14832,Exterior Color,WHITE
14832,Upholstery Type,BLACK
14833,Upholstery Type,BLACK
14833,Exterior Color,WHITE
14834,Exterior Color,GREY
14834,Upholstery Type,BLACK
14835,Exterior Color,WHITE
14835,Upholstery Type,BLACK
14836,Exterior Color,BLACK
14836,Upholstery Type,BLACK
14837,Upholstery Type,BLACK
14837,Exterior Color,BLUE
14838,Exterior Color,WHITE
14838,Upholstery Type,BLACK
14839,Upholstery Type,BLACK
14839,Exterior Color,WHITE
14840,Upholstery Type,BLACK
14840,Exterior Color,BLUE
14841,Exterior Color,BLUE
14841,Upholstery Type,BLACK
14842,Upholstery Type,BLACK
14842,Exterior Color,BLACK
14843,Exterior Color,GREY
14843,Upholstery Type,BLACK
14844,Exterior Color,GREY
14844,Upholstery Type,UNDEF
14845,Upholstery Type,BLACK
14845,Exterior Color,BLACK
14846,Upholstery Type,BLACK
14846,Exterior Color,BLACK
14847,Upholstery Type,BROWN
14847,Exterior Color,SILVER
14848,Exterior Color,GREY
14848,Upholstery Type,BLACK
14849,Exterior Color,GREY
14849,Upholstery Type,BLACK
14850,Exterior Color,BLACK
14850,Upholstery Type,BLACK
14851,Upholstery Type,BROWN
14851,Exterior Color,WHITE
14852,Exterior Color,BLACK
14852,Upholstery Type,BROWN
14853,Exterior Color,BLACK
14853,Upholstery Type,BROWN
14854,Exterior Color,BLUE
14854,Upholstery Type,BROWN
14855,Exterior Color,BLACK
14855,Upholstery Type,BLACK
14856,Exterior Color,BLUE
14856,Upholstery Type,BLACK
14857,Exterior Color,GREY
14857,Upholstery Type,BLACK
14858,Exterior Color,GREY
14858,Upholstery Type,BLACK
14859,Exterior Color,GREY
14859,Upholstery Type,BLACK
14860,Exterior Color,WHITE
14860,Upholstery Type,RED
14861,Exterior Color,WHITE
14861,Upholstery Type,BROWN
14862,Exterior Color,BLUE
14862,Upholstery Type,BLACK
14863,Exterior Color,BLACK
14863,Upholstery Type,BLACK
14864,Upholstery Type,UNDEF
14864,Exterior Color,WHITE
14865,Exterior Color,BLACK
14865,Upholstery Type,BLACK
14866,Upholstery Type,RED
14866,Exterior Color,WHITE
14867,Exterior Color,GREY
14867,Upholstery Type,BLACK
14868,Exterior Color,WHITE
14868,Upholstery Type,BLACK
14869,Exterior Color,WHITE
14869,Upholstery Type,BLACK
14870,Exterior Color,BLUE
14870,Upholstery Type,BLACK
14871,Upholstery Type,BLACK
14871,Exterior Color,WHITE
14872,Exterior Color,BLACK
14872,Upholstery Type,BLACK
14873,Exterior Color,BLUE
14873,Upholstery Type,BLACK
14874,Upholstery Type,BLACK
14874,Exterior Color,BLACK
14875,Upholstery Type,BLACK
14875,Exterior Color,BLACK
14876,Upholstery Type,BLACK
14876,Exterior Color,BLACK
14877,Upholstery Type,BLACK
14877,Exterior Color,WHITE
14878,Exterior Color,WHITE
14878,Upholstery Type,BLACK
14879,Upholstery Type,BLACK
14879,Exterior Color,BLACK
14880,Upholstery Type,BLACK
14880,Exterior Color,BLACK
14881,Upholstery Type,BLACK
14881,Exterior Color,BLACK
14882,Exterior Color,BLUE
14882,Upholstery Type,BLACK
14883,Upholstery Type,BLACK
14883,Exterior Color,BLACK
14884,Exterior Color,BLACK
14884,Upholstery Type,BLACK
14885,Upholstery Type,BLACK
14885,Exterior Color,SILVER
14886,Upholstery Type,BLACK
14886,Exterior Color,BLUE
14887,Exterior Color,BLUE
14887,Upholstery Type,BLUE
14888,Exterior Color,BLUE
14888,Upholstery Type,WHITE
14889,Exterior Color,BLUE
14889,Upholstery Type,BLACK
14890,Exterior Color,WHITE
14890,Upholstery Type,BEIGE
14891,Upholstery Type,UNDEF
14891,Exterior Color,UNDEF
14892,Upholstery Type,BLACK
14892,Exterior Color,BLACK
14893,Upholstery Type,BLACK
14893,Exterior Color,UNDEF
14894,Upholstery Type,BLACK
14894,Exterior Color,WHITE
14895,Upholstery Type,BLACK
14895,Exterior Color,WHITE
14896,Upholstery Type,BLACK
14896,Exterior Color,BLUE
14897,Exterior Color,BLACK
14897,Upholstery Type,BLACK
14898,Upholstery Type,BLACK
14898,Exterior Color,GREY
14899,Exterior Color,BLACK
14899,Upholstery Type,BLACK
14900,Exterior Color,BLACK
14900,Upholstery Type,BLACK
14901,Upholstery Type,BLACK
14901,Exterior Color,GREY
14902,Exterior Color,GREY
14902,Upholstery Type,BROWN
14903,Exterior Color,WHITE
14903,Upholstery Type,BLACK
14904,Exterior Color,WHITE
14904,Upholstery Type,RED
14905,Upholstery Type,UNDEF
14905,Exterior Color,GREY
14906,Exterior Color,GREY
14906,Upholstery Type,BEIGE
14907,Upholstery Type,BLACK
14907,Exterior Color,WHITE
14908,Upholstery Type,BLACK
14908,Exterior Color,WHITE
14909,Exterior Color,WHITE
14909,Upholstery Type,BLACK
14910,Upholstery Type,BROWN
14910,Exterior Color,BLUE
14911,Exterior Color,BLUE
14911,Upholstery Type,BLACK
14912,Exterior Color,SILVER
14912,Upholstery Type,BLACK
14913,Exterior Color,GREY
14913,Upholstery Type,BLACK
14914,Upholstery Type,BLACK
14914,Exterior Color,BLUE
14915,Exterior Color,BLUE
14915,Upholstery Type,BLACK
14916,Exterior Color,WHITE
14916,Upholstery Type,BLACK
14917,Exterior Color,BLACK
14917,Upholstery Type,BLACK
14918,Upholstery Type,BLACK
14918,Exterior Color,BLACK
14919,Exterior Color,WHITE
14919,Upholstery Type,BLACK
14920,Exterior Color,WHITE
14920,Upholstery Type,RED
14921,Exterior Color,BLACK
14921,Upholstery Type,BLACK
14922,Exterior Color,BLACK
14922,Upholstery Type,BLACK
14923,Exterior Color,WHITE
14923,Upholstery Type,RED
14924,Exterior Color,BLUE
14924,Upholstery Type,BLACK
14925,Exterior Color,WHITE
14925,Upholstery Type,RED
14926,Exterior Color,WHITE
14926,Upholstery Type,RED
14927,Exterior Color,WHITE
14927,Upholstery Type,RED
14928,Exterior Color,GREY
14928,Upholstery Type,BLACK
14929,Upholstery Type,RED
14929,Exterior Color,WHITE
14930,Exterior Color,BLACK
14930,Upholstery Type,RED
14931,Exterior Color,BLACK
14931,Upholstery Type,BLACK
14932,Exterior Color,GREY
14932,Upholstery Type,BLACK
14933,Upholstery Type,BLACK
14933,Exterior Color,BLUE
14934,Exterior Color,GREY
14934,Upholstery Type,RED
14935,Exterior Color,WHITE
14935,Upholstery Type,BLACK
14936,Exterior Color,WHITE
14936,Upholstery Type,UNDEF
14937,Upholstery Type,BLACK
14937,Exterior Color,BLACK
14938,Exterior Color,GREY
14938,Upholstery Type,RED
14939,Upholstery Type,BLACK
14939,Exterior Color,SILVER
14940,Upholstery Type,BLACK
14940,Exterior Color,WHITE
14941,Upholstery Type,RED
14941,Exterior Color,WHITE
14942,Exterior Color,BLACK
14942,Upholstery Type,RED
14943,Exterior Color,WHITE
14943,Upholstery Type,RED
14944,Exterior Color,WHITE
14944,Upholstery Type,BLACK
14945,Upholstery Type,RED
14945,Exterior Color,WHITE
14946,Upholstery Type,BLACK
14946,Exterior Color,SILVER
14947,Exterior Color,GREY
14947,Upholstery Type,RED
14948,Upholstery Type,RED
14948,Exterior Color,WHITE
14949,Upholstery Type,BLACK
14949,Exterior Color,SILVER
14950,Exterior Color,GREY
14950,Upholstery Type,RED
14951,Upholstery Type,BLACK
14951,Exterior Color,BLACK
14952,Upholstery Type,BLACK
14952,Exterior Color,WHITE
14953,Upholstery Type,UNDEF
14953,Exterior Color,WHITE
14954,Upholstery Type,BLACK
14954,Exterior Color,WHITE
14955,Exterior Color,BLACK
14955,Upholstery Type,BROWN
14956,Upholstery Type,BLACK
14956,Exterior Color,BLACK
14957,Exterior Color,WHITE
14957,Upholstery Type,BLACK
14958,Upholstery Type,BLACK
14958,Exterior Color,BLACK
14959,Upholstery Type,BLACK
14959,Exterior Color,BLACK
14960,Upholstery Type,RED
14960,Exterior Color,WHITE
14961,Upholstery Type,RED
14961,Exterior Color,WHITE
14962,Upholstery Type,RED
14962,Exterior Color,WHITE
14963,Exterior Color,WHITE
14963,Upholstery Type,BLACK
14964,Upholstery Type,UNDEF
14964,Exterior Color,WHITE
14965,Exterior Color,RED
14965,Upholstery Type,BLACK
14966,Exterior Color,BLACK
14966,Upholstery Type,BLACK
14967,Exterior Color,WHITE
14967,Upholstery Type,BROWN
14968,Exterior Color,BLACK
14968,Upholstery Type,BLACK
14969,Exterior Color,BLACK
14969,Upholstery Type,BROWN
14970,Exterior Color,BLACK
14970,Upholstery Type,UNDEF
14971,Exterior Color,GREY
14971,Upholstery Type,BLACK
14972,Upholstery Type,BLACK
14972,Exterior Color,WHITE
14973,Upholstery Type,BLACK
14973,Exterior Color,WHITE
14974,Upholstery Type,BLACK
14974,Exterior Color,WHITE
14975,Exterior Color,BROWN
14975,Upholstery Type,BLACK
14976,Exterior Color,GREY
14976,Upholstery Type,UNDEF
14977,Exterior Color,WHITE
14977,Upholstery Type,RED
14978,Upholstery Type,BLACK
14978,Exterior Color,GREY
14979,Exterior Color,BLACK
14979,Upholstery Type,BLACK
14980,Exterior Color,BROWN
14980,Upholstery Type,BEIGE
14981,Exterior Color,BROWN
14981,Upholstery Type,BLACK
14982,Upholstery Type,UNDEF
14982,Exterior Color,ORANGE
14983,Exterior Color,WHITE
14983,Upholstery Type,RED
14984,Exterior Color,WHITE
14984,Upholstery Type,RED
14985,Exterior Color,BROWN
14985,Upholstery Type,BLACK
14986,Upholstery Type,RED
14986,Exterior Color,WHITE
14987,Upholstery Type,BLACK
14987,Exterior Color,SILVER
14988,Upholstery Type,RED
14988,Exterior Color,WHITE
14989,Exterior Color,WHITE
14989,Upholstery Type,BLACK
14990,Upholstery Type,BLACK
14990,Exterior Color,WHITE
14991,Exterior Color,BLACK
14991,Upholstery Type,BLACK
14992,Upholstery Type,BLACK
14992,Exterior Color,GREY
14993,Exterior Color,BLUE
14993,Upholstery Type,BLACK
14994,Upholstery Type,BROWN
14994,Exterior Color,WHITE
14995,Exterior Color,SILVER
14995,Upholstery Type,BLACK
14996,Upholstery Type,BLACK
14996,Exterior Color,WHITE
14997,Exterior Color,WHITE
14997,Upholstery Type,BLACK
14998,Upholstery Type,BLACK
14998,Exterior Color,WHITE
14999,Upholstery Type,BLACK
14999,Exterior Color,WHITE
15000,Exterior Color,WHITE
15000,Upholstery Type,BLACK
15001,Upholstery Type,BLACK
15001,Exterior Color,UNDEF
15002,Exterior Color,BLACK
15002,Upholstery Type,RED
15003,Upholstery Type,BLACK
15003,Exterior Color,SILVER
15004,Exterior Color,SILVER
15004,Upholstery Type,BLACK
15005,Exterior Color,GREY
15005,Upholstery Type,BLACK
15006,Upholstery Type,RED
15006,Exterior Color,WHITE
15007,Upholstery Type,RED
15007,Exterior Color,WHITE
15008,Exterior Color,WHITE
15008,Upholstery Type,BEIGE
15009,Upholstery Type,BLACK
15009,Exterior Color,UNDEF
15010,Upholstery Type,BLACK
15010,Exterior Color,BLUE
15011,Exterior Color,WHITE
15011,Upholstery Type,RED
15012,Upholstery Type,BROWN
15012,Exterior Color,WHITE
15013,Upholstery Type,BLACK
15013,Exterior Color,GREY
15014,Upholstery Type,BROWN
15014,Exterior Color,WHITE
15015,Exterior Color,WHITE
15015,Upholstery Type,BROWN
15016,Exterior Color,WHITE
15016,Upholstery Type,BROWN
15017,Upholstery Type,BLACK
